temizlenmis_metin,Kategori1,Kategori2,combined_label,ÜCRET İADESİ,BAGAJ,MÜŞTERİ HİZMETLERİ,UYGULAMA/TEKNİK,RÖTAR
yetersiz bilgilen hak valiz ücret nedeniyle mağduriyet yaşa tarih saat ’te gerçek ankara esenboğa – dalaman uç a jet bagaj hizmet son derece memnuniyet yaşa uçağ bin önce iki kabin bagaj kontrol yap rağmen herhangi bir bilgilen yap son bilet kontrol herkes içinde hoş ol bir şekil uyar ben oldukça rahat et bilgilen eksik yüzünden tl valiz ücret öde zor kal üstelik valiz yine kabin bagaj alın süreç hiçbir şekil yardımcı ol mağdur ed yaşa olumsuz deney nedeniyle bir firma seyahat et düşün çevre tavsiye et öde tl valiz ücret iade ed talep ed konu ilgili bagaj ücret i̇adesi̇,BAGAJ,ÜCRET İADESİ,"BAGAJ,ÜCRET İADESİ",1,1,0,0,0
tekerlek sandalye taleb rağmen yaş yolcu destek sağ eylül tarih ’te gerçek uç anne baba sivas nuri demirağ havaliman kayseri transfer ed zor bırak baba tekerlek sandalye hasta ol rağmen bilet al özellikle tekerlek sandalye taleb bulun müşteri hizmet bildir buna rağmen sivas kayseri transfer sırasında hiçbir şekil yardımcı ol sürec kendi imkan hallet zor kal hasta yaş yolcu şekil mağdur ed ilgi sorumsuz örneğ anne baba rahat bir yolcu yap uçak bilet al ancak yaşa deney büyük hayal kırık ol tek beklenti sonra süreç anne baba özel ihtiyaç ol yolcu fazla ilgile desteğ sağ müşteri̇ hi̇zmetleri̇,MÜŞTERİ HİZMETLERİ,,MÜŞTERİ HİZMETLERİ,0,0,1,0,0
kimlik fotoğraf eksik nedeniyle uçağ alın ücret i̇adesi soru eylül tarih ankara adıyaman yap uç kimliğ fotoğraf ol gerekçe uçağ alın seyahat gerçek mağdur ol uçuş tl öde yap ancak ücret iade yap rezervasyon numara bilet numara uçuş önce müşteri hizmet iletişim geç yaşa ilk baş gel benzer bir soru önce karşı ’ten yaşa mağduriyet gider öde ücret iade ed talep ed ücret iade yap takdirde mecra şikayet bulun belirt iste müşteri̇ hi̇zmetleri̇ ücret i̇adesi̇,MÜŞTERİ HİZMETLERİ,ÜCRET İADESİ,"MÜŞTERİ HİZMETLERİ,ÜCRET İADESİ",1,0,1,0,0
ajetkırılan valiz i̇çin söz ver sert valiz teslim ed mağduriyet gider tarih esenboğa ercan gerçek uçuş sonra valiz kırık ol fark et hemen tutanak tut kay geçir dön ’in ilgili platform üzer hasar valiz fotoğraf tutanak yükle yeni valiz taleb bulun tarafından mail adres kır valiz sert valiz değiş dair bir bilgilen gönder ancak tarih söz yerine getir düşün km yol gid esenboğa havaliman ulaş ora görev arkadaş sadece bez valiz ver söyle onay ol taleb sonlan bez valiz kabul et sonra müşteri hizmet ara böyle bir kayıt ol şekl geri dönüş al mağduriyet gider söz ver şekil sert valiz adres gönder talep ed bagaj,BAGAJ,,BAGAJ,0,1,0,0,0
ajetuçuşunun on ol i̇ptal ed alternatif sun nedeniyle yaşa mağduriyet ’in vf numara uç tatilbudur üzer bilet al tarih saat ’da gerçek gerek uç uçuş yalnızca saat kala iptal ed iptal ban sms yoluyla bildir fakat önem nokta uçuş iptal dair hiçbir şekil onay alın hiçbir alternatif sun müşteri hizmet yap ol görüşme yaklaşık dakika hatta bekle hiçbir çöz bulun sadece sat al tatil firma ara bir yap bir aktar yolcu hak aykırı şekil yapılan uygula sonuc tatil plan tamamen aksa otel rezervasyon risk gir ciddi maddimanevi zarar uğra mecbur kal tatilbudur’u ara kendi imkan uç geçiş yap zor bırak ertele kendi isteğ ’in sorumsuz nedeniyle ban zorla kabul et bir seçi ben bilet tl öde sat al iptal güvence bulun rağmen ’in iptalertelemeyi müşteri onay ol yap herhangi bir telafi sürec işle kabul ed özetle ’daki uç uçuş saat kala on alın iptal ed tarafından ban hiçbir alternatif sun mağduriyet çöz hiçbir ad atılmadıtatil plan otel rezervasyon tamamen aksa yüksek bedel öde rağmen hizmet al ’in mağduriyet derhal gider ücret iade yap resmi bir açıkla yap talep ed aksi takdirde sivil havacılık genel müdür tüket hakem heyet ilgili yasal merci başvur önem bildir rötar müşteri̇ hi̇zmetleri̇,RÖTAR,MÜŞTERİ HİZMETLERİ,"MÜŞTERİ HİZMETLERİ,RÖTAR",0,0,1,0,1
kabin bagaj hakk var ekstra ücret alın uçak firma ankara rize üzer uçuş yap bilet kab bagaj hakk kilo ol rağmen çanta fazla di ekstra bin lira kes kabin hakk kullan kabin kural uymamar ağmen ekstra par öde şikayet bagaj,BAGAJ,,BAGAJ,0,1,0,0,0
ajetuçuşunda kayıp bagaj i̇letişimsizlik mağduriyet eylül tarih ’in kalk i̇stanbul sabiha gökçe – i̇zmir uç kullan bagaj sabiha gökçe havaliman teslim et ancak i̇zmir’e in valiz bant çık kaybol kayıp eşya büro başvur adbvf numara dosya aç ban dönüş yap söylen ancak iki gün herhangi bir geri dönüş al kayıp eşya büro telefon cevap ver bagaj ev tekstil ürün bulun manevi değer yüksek eşya var a frg rezervasyon numara gerçek uçuş sonra yaşa mağduriyet bir an önce gider valiz acilen bulun ed konu hakkında hızlı bilgilen bagaj,BAGAJ,,BAGAJ,0,1,0,0,0
açıklama yönlen uzun sür uçak bekle mağduriyet tarih firma diyarbakır trabzon kalk pnr kod kmn ol uç bin uçağ ’te trabzon ol gerek hiçbir açıkla yap samsun yönlen saat ’da samsun havaliman in an saat hala uçak bekle süreç kabin ekib ye hizmet herhangi bir bilgilen açıkla yap yaşa mağduriyet gider bilet ücret iade ayrıca tazminat talep ed bilet ’in kendi internet site üzer sat al konu ilgili acil çöz resmi bir açıkla bekl rötar müşteri̇ hi̇zmetleri̇,RÖTAR,MÜŞTERİ HİZMETLERİ,"MÜŞTERİ HİZMETLERİ,RÖTAR",0,0,1,0,1
uçağ alın ücret i̇adesi soru nedeniyle mağduriyet eylül tarih sabiha gökçe havaliman ankara yap ol unqk pnr numara uç saat ’da havaliman ol rağmen uç dakika önce gel ol rağmen uçağ alın uçuş öde tl’lik ücret cam kenar seçi öde ek ücret iade ed mağdur ed i̇stanbul trafiğ havaliman ulaş zor göz ön bulundur herhangi bir esnek göster havaliman sonra müşteri hizmet görüş ancak hiçbir şekil destek al ek ücret iade uçuş bit sonra ara gerek söylen fakat uçuş sonra ara uç önce ara gerekçe iade yap sonuç ol para yan aynı gün iki katı fiyat yeni bir bilet al zor kal zarar gider öde ücret iade talep ed müşteri̇ hi̇zmetleri̇ ücret i̇adesi̇,MÜŞTERİ HİZMETLERİ,ÜCRET İADESİ,"MÜŞTERİ HİZMETLERİ,ÜCRET İADESİ",1,0,1,0,0
aktar uç yaşa mağduriyet maddi zarar eylül tarih konya – i̇stanbul saw – cezayir alg uç ciddi bir mağduriyet yaşa konya online check işlem yap bagaj aktar ol cezayir uçağ yönlen i̇stanbul sabiha gökçe havaliman pasaport kontrol oluş aşırı yoğun nedeniyle kap kapan önce uçağ ulaş hemen görev iletişim geç uçağ ara fakat kalkış hazır ol uçağ alın görev ücret iade sorun bir şekil al belirt şikayet oluş iste güvenlik kamera mağduriyet kolay ispatla söyle ancak şikayet ilet sonra otomatik ol ret cevab gönder asla geri bildirim mantık bir açıkla yap standart mail yolla kibar gecik oysaki ben aktar uçuş saat önce gel ben sorumluluğ ol zarar karşıla ayrıca yetkili yoğun sebeb ada uç gecik ol aynı an birçok yolcu mağduriyet yaşa belirt tamamen ben kontrol dış gerçek tl bilet bedel yurt dış çıkış harc ulaş otel masraf nedeniyle zarar gör mağduriyet gider yaşa maddi kayıp tazmin ed talep ed müşteri̇ hi̇zmetleri̇ ücret i̇adesi̇,MÜŞTERİ HİZMETLERİ,ÜCRET İADESİ,"MÜŞTERİ HİZMETLERİ,ÜCRET İADESİ",1,0,1,0,0
ajeti̇le bagaj kaybol mağduriyet gider yolcu yap pişman kesinlikle yap tarih kuzey kıbrıs ercan havaliman yap uç bagaj uçağ yükle varış nokta teslim ed gün yana yaklaşık saat bagaj hala ulaş konu ilgili ol havaliman rapor oluş ecnvf numara başvuru ilet dün akşam bagaj gel söylen ancak gel bugün akşam teslim ed belirt ercan havaliman çalış arkadaş bagaj gönder aynı yer kal hal ben bagaj gönder müşteri hizmet herhangi bir tazminat geçici çöz bilgilen desteğ al yaşa mağduriyet gider öncelikle bagaj kısa teslim ed gecik kaynak tazminat taleb karşı ist bagaj,BAGAJ,,BAGAJ,0,1,0,0,0
flex bilet yüksek kesinti şok bek i̇ade mağduriyet ek saat ’deki milano uç ’in mobil uygula üzer eş birlikte flex bilet sat al toplam tl öde seyahat gerçek bugün bilet iptal et ücret iade al iste müşteri hizmet ara geri bildiri form doldur i̇lk ara fark bir departman geri bildiri departman yönlen ara eposta al ara kısa bir sür geç ban herhangi bir açıkla yap zaten iş gün içinde dönüş yap belirt ancak iade taleb ilgili ol yaklaşık tl yüksek bir kesinti ol sadece tl civar bir tutar iade ed söylen flex bilet al sebeb kadar yüksek bir kesinti karşı esnek bir iade hakk sahip ol sat al sırasında konu hiçbir bilgilen yap ’ten bilet iptal uygula kesinti tutar makul seviye çekil düşük bir kesinti iade yap talep ed flex bilet kapsam kadar yüksek bir kesinti yap mantık bul mağduriyet gider ist ücret i̇adesi̇,ÜCRET İADESİ,,ÜCRET İADESİ,1,0,0,0,0
ajetsistem hata i̇ki ücret çekil bilet görün eylül tarih ek sabiha gökçen–ercan havaliman uç internet site bilet al iste adım tamamla rağmen son aşama sistem ben sayfa at herhangi bir onay pnr numara rezervasyon ver bilet kısm bilet görün üzerine yeniden ilk sayfa dön aynı uçuş fiyat art gör mecburen aynı ücret bul ek uç bilet al zor kal eylül garanti banka hesab kontrol et tl ol iki bilet ücret çekil fark et ancak sistem yalnızca uç ait bilet görün ilk uçuş dair herhangi bir ulaş müşteri hizmet görüş iki bilet sat alın yap bir ol söylen oysa ilk bilet rezervasyon öde tamam bildiri pnr ban ilet sistem hata nedeniyle mağdur ed fazladan çekil bilet ücret iade ed talep ed dekont ekran görüntü şikayet ekle ücret i̇adesi̇ uygulamatekni̇k,ÜCRET İADESİ,UYGULAMA/TEKNİK,"UYGULAMA/TEKNİK,ÜCRET İADESİ",1,0,0,1,0
ajetuçuşunda yardımcı ol yolcu yeni bilet ücret mağduriyet eylül tarih ankara esenboğa havaliman paris gerçek uç yaşa mağduriyet paylaş ist yol arac bozul havaliman ulaş bildir ’i ara ancak kontuar kapat uçağ al söyle havaliman uçuş saat yaklaşık saat önce ulaş fakat hiçbir şekil yardımcı ol bilet numara a p müşteri hizmet görüş “yapabileceğimiz bir yok” şekl standart bir yanıt al ayrıca yeni bir bilet al gerek belirt tl talep ed özellikle ’in sık sık rötar yap nedeniyle yolcu ol sürekli mağduriyet yaş yaşa mağduriyet gider yeni bir bilet sağ talep ed müşteri̇ hi̇zmetleri̇ rötar,MÜŞTERİ HİZMETLERİ,RÖTAR,"MÜŞTERİ HİZMETLERİ,RÖTAR",0,0,1,0,1
yarım saat kala kapı kapan nedeniyle uçağ alın tarih saat ’te gerçek planla bodrumsabiha gökçe a jet uç uçuş saat yarım saat önce check nokta ancak kap kapat uçağ alın söyle sabiha gökçe havaliman defalarca dakika kala bile uçağ biniş yap belirt rağmen yarım saat kala uçağ alın herhangi bir çöz sun check nokta hanımefendi ara sonra sadece satış nokta yönlen söyle check satış nokta personel tavır son derece olumsuz hiçbir şekil yardımcı ol müşteri hizmet herhangi bir görüş gerçek bilet ücret kredi kart öde pnr numara h a yarım saat kala kapı kapat hiçbir çöz sun nedeniyle mağdur ed sonra firma uygun ol rağmen kullan fark bir firma pahalı ol bir uçuş al gel ücret iade talep ed ücret i̇adesi̇ müşteri̇ hi̇zmetleri̇,ÜCRET İADESİ,MÜŞTERİ HİZMETLERİ,"MÜŞTERİ HİZMETLERİ,ÜCRET İADESİ",1,0,1,0,0
bagaj rize kal mağduriyet gece yarı devam et eylül tarih vf rize – sabiha gökçe uç ciddi mağduriyet yaşa saat ’da havaliman gel ms classic plus üye ol rağmen rize lounge ek öde talep ed kontuar personel öde başka çağır gerek yer bekle sonra valiz teslim et iste fakat işlem yap ben sonra gelen yolcu işlem başla bagaj ban kenar bekle ses yüksel üzerine etiket ver sabiha gökçen’e var bagaj yaklaşık saat bekle ofis danış önce ver ardından valiz rize kal öğren zamanında bagaj teslim et ol rağmen uçağ yükle gece yarı havaliman vakit kaybet ardından taksi sarıyer ev dön zor kal dahası eylül saat ’da sit güvenliğ tarafından aran bagaj gel söylen ancak teslim görev valiz sadece güvenliğ bırak kat çık bildir sebep gece yarı uyku kalk sit giriş in yaşa işle büyük aksak yolcu karşı ilgi profesyonel uzak bir yaklaşım gösterge ciddi zaman kayb manevi mağduriyet yaşa gerek incele yap sorumlu hakkında işlem başla özür uygun tazminat sürec başla talep ed bagaj müşteri̇ hi̇zmetleri̇,BAGAJ,MÜŞTERİ HİZMETLERİ,"BAGAJ,MÜŞTERİ HİZMETLERİ",0,1,1,0,0
ekonomik bilet uçağ alın cenaze yetiş mağduriyet gider eylül tarih saat ’te gerçek ol sabiha gökçe – samsun uç sabah erken saat cenaze nedeniyle acil ol mobil uygula üzer tl öde ekonomik sınıf bilet al saat ’da havaliman ol rağmen vezne git ekonomik bilet ol gerekçe uçağ alın söylen hiçbir şekil yardımcı ol müşteri hizmet ara sadece geri bildiri oluş havaliman telefon anlık bir çöz sun cenaze yetiş bilet al sırasında havaliman iade değişim koşul ilgili ban herhangi bir ver konu hakkında herhangi bir belge yazılı açıkla sun i̇lk böyle bir mağduriyet yaşa süreç hiçbir şekil destek gör yaşa mağduriyet gider özür öde ücret iade talep ed müşteri̇ hi̇zmetleri̇ ücret i̇adesi̇,MÜŞTERİ HİZMETLERİ,ÜCRET İADESİ,"MÜŞTERİ HİZMETLERİ,ÜCRET İADESİ",1,0,1,0,0
kayıp bagaj nedeniyle tatil mağduriyet i̇letişim soru tarih sabiha gökçen’den kıbrıs yap uç bagaj unut kayıp bagaj rapor oluş defalarca müşteri hizmet görüşme rağmen bagaj hala el ulaş dün bagaj bulun bir sonra uç gönder söylen ancak yine gönder gece uç yolla ver fakat halen teslim ed tatil boyunca eşya ilaç kıyafet kişisel temiz malzeme bagaj saat aynı kıyafet otel oda çık gir tatil iki gün boşa git ana kadar hiçbir çöz telafi öneri sun ayrıca müşteri hizmet defalarca ara rağmen telefon bile aç hiçbir şekil ulaş bagaj kısa ark palm beach otel mağusa adres teslim ed yaşa mağduriyet gider talep ed bagaj,BAGAJ,,BAGAJ,0,1,0,0,0
ajetuçuşunda uzun gecik yetersiz yiyecek nedeniyle büyük mağduriyet eylül tarih berlin i̇stanbul’a gerçek vf numara uç ciddi bir mağduriyet yaşa uç teknik bir arıza nedeniyle yaklaşık saat gecik ancak asıl problem uzun bekle uçuş boyunca yeterli yiyecek tedarik sağ rötar sırasında uçak öncelikle çocuk yaş sandviç sıcak yemek dağıt uygula doğru ol düşün fakat kal yolcu yeterli yiyecek kal yaklaşık saat boyunca rötar uçuş sür dahil sadece kurabiye çikolata atıştır yetin zor kal özellikle eş diyabet hasta ol on uygun bir yiyecek sun kabin ekib konu yardımcı ol sor fazla yiyecek bulundur kalan bozul belirt bir havayol şirket kadar uzun bir gecik yolcu aç bırak kabul ed yaşa mağduriyet nedeniyle ’i tercih et pişman duy rötar müşteri̇ hi̇zmetleri̇,RÖTAR,MÜŞTERİ HİZMETLERİ,"MÜŞTERİ HİZMETLERİ,RÖTAR",0,0,1,0,1
ajetsoyadı değişik nedeniyle bilet güncel mağduriyet risk eylül tarih saat adana–i̇stanbul uç obilet uygula üzer firma bilet sat al bilet sistem kayıt ol kız soyad bt al ancak an evli ol soyad ç ol değiş bilet kimlik uyuş bilet pnr kod ppr hesab kayıt ol eposta adres telefon numara öde kredi kart gerçek bilet alım bir kampanya yararlan obilet müşteri hizmet ulaş soyad değişik taleb bulun ancak henüz herhangi bir dönüş al uçuş tarih yaklaş mağduriyet yaşa adına acil ol bilet soyad güncel talep ed konu hakkında kısa yardımcı ol ed müşteri̇ hi̇zmetleri̇,MÜŞTERİ HİZMETLERİ,,MÜŞTERİ HİZMETLERİ,0,0,1,0,0
uçuş rötar nedeniyle aktar kaçır mağduriyet gider eylül tarih sabiha gökçen’den ankara yap uçuş rezervasyon kod fgpe dakika rötar yap gecik nedeniyle ankara iğdır’a ol aktar uçağ yetiş uçağ bekle kalk müşteri hizmet görüş ertesi gün uçuş teklif yap ancak ertesi gün saat ’da iş baş yap gerek çöz ben mümkün iğdır hatt zaman uçuş ol bir hat ol mağduriyet art böyle bir aktar uçağ kısa sür bekle gerek düşün iğdır’a zaman uçuş ol mağduriyet yaşa ayrıca ban erzurum gönder söylen fakat gece ’de ora ağrı ulaş yok kadın ol güvenliğ risk atıl kabul ed baş bir gel sorumluluğ üstlen sadece ertesi gün uçuş teklif ed ben akşamdan git anlam gel iş hayat olumsuz etkil uçuş ücret kredi kart öde toplam bilet tutar tl yaşa mağduriyet gider bilet ücret iade talep ed rötar ücret i̇adesi̇,RÖTAR,ÜCRET İADESİ,"RÖTAR,ÜCRET İADESİ",1,0,0,0,1
ajetuçuşunda rötar kötü konakla maddi zarar mağduriyet eylül tarih antalya ankara aktar erzincan uç var uçağ saat ’de kalk ’e kadar rötar yap sonra uç gün sonra ertele konakla ankara i̇biş otel yönlen ancak otel kötü hijyenik oda gir gir rahatsızlan yemek karşı fakat sadece mercimek çorba turşu ver başka bir yemek yok aç kal özel ihtiyaç karşıla otel merkez uzak ol market git zor kal sıra yağmur sırılsıklam ol otel çay bile ücret iç ulaş temel ihtiyaç ekstra öde yap zor kal müşteri hizmet ulaş çalış ancak hiçbir muhatap bul ayrıca tür problem önce defalarca yaşa uçuş öde para mağdur ol çalış işyer problem yaşa çalış gü maddi kayb yaşa ’ten yaşa mağduriyet çalış gü maddi zarar karşı talep ed rötar ücret i̇adesi̇,RÖTAR,ÜCRET İADESİ,"RÖTAR,ÜCRET İADESİ",1,0,0,0,1
bagaj uçuş sonra aşırı kir teslim ed tarih bodrum milas havaliman samsun çarşamba havaliman sabiha gökçe aktar ol uçuş gerçek pnr re uçuş sonunda bavul teslim al herhangi bir hasar ol rağmen aşırı derece kirlen ol gör önce uç böyle bir karşı ilk kadar kir bir şekil bagaj teslim al konu ilgili el fotoğraf bulun tekrar yaşa ilgili kişi uyarı yap talep ed bagaj,BAGAJ,,BAGAJ,0,1,0,0,0
kedi uçağ alın bilet pet cabin ücret yan eylül cuma gün ankara esenboğa havaliman gaziantep git üzere ’in uçağ kedi birlikte seyahat et iste pnr numara j kedi seyahat et online check yap civar havaliman ol rağmen kontuar görev uçağ alın iz ver uçağ kalk dakika ol rağmen hiçbir şekil yardımcı ol uçağ alın belirt bilet ücret al pet cabin hizmet yan ayrıca yeni bir bilet al zor kal toplam tl ilk bilet tl ikinci bilet tl pet cabin ücret öde ayrıca aile geçir bir gün boşa git ol önce benzer bir mağduriyet yaşa yine ankara gaziantep kedi uçmak iste sabah ’te havaliman ol rağmen uçağ saat gel yaklaşık saat bekle zor kal tür aksak esenboğa gaziantep havaliman tekrar et yaşa mağduriyet gider öde toplam ücret iade talep ed müşteri̇ hi̇zmetleri̇ ücret i̇adesi̇,MÜŞTERİ HİZMETLERİ,ÜCRET İADESİ,"MÜŞTERİ HİZMETLERİ,ÜCRET İADESİ",1,0,1,0,0
